title,link,text,buy/sell,fund,target_price,stock,date
"Buy Amber Enterprises India, target price Rs 2360: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-amber-enterprises-india-target-price-rs-2360-sharekhan-by-bnp-paribas/articleshow/98169559.cms,"Amber Enterprises India, incorporated in the year 1990, is a Mid Cap company (having a market cap of Rs 6377.72 Crore) operating in Consumer Durables sector.",Buy, Sharekhan by BNP Paribas,2360,Amber Enterprises India,2023-02-23
"Buy Biocon, target price Rs 266: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-biocon-target-price-rs-266-sharekhan-by-bnp-paribas/articleshow/98169070.cms,"Biocon, incorporated in the year 1978, is a Large Cap company (having a market cap of Rs 26389.19 Crore) operating in Pharmaceuticals sector.",Buy, Sharekhan by BNP Paribas,266,Biocon,2023-02-23
"Buy Lemon Tree Hotels, target price Rs 115: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-lemon-tree-hotels-target-price-rs-115-motilal-oswal-financial-services/articleshow/98168779.cms,"Lemon Tree Hotels, incorporated in the year 1992, is a Mid Cap company (having a market cap of Rs 5811.13 Crore) operating in Tourism & Hospitality sector.",Buy, Motilal Oswal Financial Services,115,Lemon Tree Hotels,2023-02-23
"Buy Indian Hotels Company, target price Rs 410: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indian-hotels-company-target-price-rs-410-motilal-oswal-financial-services/articleshow/98168624.cms,"Indian Hotels Company, incorporated in the year 1902, is a Mid Cap company (having a market cap of Rs 42796.66 Crore) operating in Tourism & Hospitality sector.",Buy, Motilal Oswal Financial Services,410,Indian Hotels Company,2023-02-23
"Buy VRL Logistics, target price Rs 590: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-vrl-logistics-target-price-rs-590-prabhudas-lilladher/articleshow/98168405.cms,"VRL Logistics, incorporated in the year 1983, is a Small Cap company (having a market cap of Rs 4938.40 Crore) operating in Logistics sector.",Buy, Prabhudas Lilladher,590,VRL Logistics,2023-02-23
"Buy NLC India, target price Rs 85: IIFL",https://economictimes.indiatimes.com/markets/stocks/recos/buy-nlc-india-target-price-rs-85-iifl/articleshow/98168304.cms,The stock has given a trendline breakout.,Buy, IIFL,85,NLC India,2023-02-23
"Buy Coforge, target price Rs 4510: IIFL",https://economictimes.indiatimes.com/markets/stocks/recos/buy-coforge-target-price-rs-4510-iifl/articleshow/98168234.cms,"Promoters held 39.99 per cent stake in the company as of 31-Dec-2022, while FIIs owned 21.3 per cent, DIIs 26.73 per cent.",Buy, IIFL,4510,Coforge,2023-02-23
"Sell Indian Railway Catering & Tourism Corporation, target price Rs 600: IIFL",https://economictimes.indiatimes.com/markets/stocks/recos/sell-indian-railway-catering-amp-tourism-corporation-target-price-rs-600-iifl/articleshow/98168116.cms,The stock has given a consolidation breakdown.,Sell, IIFL,600, Indian Railway Catering & Tourism Corporation,2023-02-23
"Buy Prestige Estates Projects, target price Rs 630: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-prestige-estates-projects-target-price-rs-630-hdfc-securities/articleshow/98144059.cms,"Prestige Estates Projects, incorporated in the year 1997, is a Mid Cap company (having a market cap of Rs 16407.27 Crore) operating in Real Estate sector.",Buy, HDFC Securities,630,Prestige Estates Projects,2023-02-22
"Buy Prestige Estates Projects, target price Rs 675: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-prestige-estates-projects-target-price-rs-675-motilal-oswal-financial-services/articleshow/98143413.cms,"Prestige Estates Projects, incorporated in the year 1997, is a Mid Cap company (having a market cap of Rs 16407.27 Crore) operating in Real Estate sector.",Buy, Motilal Oswal Financial Services,675,Prestige Estates Projects,2023-02-22
"Buy Gokaldas Exports, target price Rs 575: Emkay Global",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gokaldas-exports-target-price-rs-575-emkay-globalnbsp/articleshow/98142896.cms,"Gokaldas Exports, incorporated in the year 2004, is a Small Cap company (having a market cap of Rs 2466.13 Crore) operating in Apparels sector.",Buy, Emkay Global,575,Gokaldas Exports,2023-02-22
"Buy Nitin Spinners, target price Rs 302: Emkay Global",https://economictimes.indiatimes.com/markets/stocks/recos/buy-nitin-spinners-target-price-rs-302-emkay-globalnbsp/articleshow/98142670.cms,"Nitin Spinners, incorporated in the year 1992, is a Small Cap company (having a market cap of Rs 1141.27 Crore) operating in Textiles sector.",Buy, Emkay Global,302,Nitin Spinners,2023-02-22
"Buy Vardhman Textiles, target price Rs 440: Emkay Global",https://economictimes.indiatimes.com/markets/stocks/recos/buy-vardhman-textiles-target-price-rs-440-emkay-globalnbsp/articleshow/98142307.cms,"Vardhman Textiles, incorporated in the year 1973, is a Mid Cap company (having a market cap of Rs 8940.65 Crore) operating in Textiles sector.",Buy, Emkay Global,440,Vardhman Textiles,2023-02-22
"Buy Hindustan Unilever, target price Rs 2900: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hindustan-unilever-target-price-rs-2900-sharekhan-by-bnp-paribas/articleshow/98141904.cms,"Hindustan Unilever, incorporated in the year 1933, is a Large Cap company (having a market cap of Rs 588572.61 Crore) operating in FMCG sector.",Buy, Sharekhan by BNP Paribas,2900,Hindustan Unilever,2023-02-22
"Buy Godrej Consumer Products, target price Rs 1055: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-godrej-consumer-products-target-price-rs-1055-sharekhan-by-bnp-paribas/articleshow/98141605.cms,Indonesia business continues to witness sequential improvement in the performance which augurs well in the coming years.,Buy, Sharekhan by BNP Paribas,1055,Godrej Consumer Products,2023-02-22
Sharekhan by BNP Paribas neutral on Globus Spirits; target price: Rs 825,https://economictimes.indiatimes.com/markets/stocks/recos/sharekhan-by-bnp-paribas-neutral-on-globus-spirits-target-price-rs-825/articleshow/98141348.cms,"Globus Spirits, incorporated in the year 1993, is a Small Cap company (having a market cap of Rs 2240.85 Crore) operating in Beverages - Alcoholic sector.",Sharekhan, Rs 825,825,ekhan by BNP Paribas neutral on Globus Spirits; target price: Rs 825,2023-02-22
"Buy Emami, target price Rs 500: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-emami-target-price-rs-500-sharekhan-by-bnp-paribas/articleshow/98140886.cms,"Promoters held 54.27 per cent stake in the company as of 31-Dec-2022, while FIIs owned 11.14 per cent, DIIs 27.0 per cent.",Buy, Sharekhan by BNP Paribas,500,Emami,2023-02-22
"Buy Dabur India, target price Rs 640: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-dabur-india-target-price-rs-640-sharekhan-by-bnp-paribas/articleshow/98140715.cms,The company’s performance would see a revival with improvement in the rural demand.,Buy, Sharekhan by BNP Paribas,640,Dabur India,2023-02-22
"Reduce Colgate-Palmolive (India), target price Rs 1345: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/reduce-colgate-palmolive-india-target-price-rs-1345-sharekhan-by-bnp-paribas/articleshow/98140570.cms,"Colgate-Palmolive (India), incorporated in the year 1937, is a Large Cap company (having a market cap of Rs 39519.51 Crore) operating in FMCG sector.",Reduce, Sharekhan by BNP Paribas,1345,ce Colgate-Palmolive (India),2023-02-22
"Buy Britannia Industries, target price Rs 5285: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-britannia-industries-target-price-rs-5285-sharekhan-by-bnp-paribas/articleshow/98140339.cms,Britannia Industries saw a stark y-o-y improvement in the OPM in the range of 400-600 bps driven by better revenue mix and operating efficiencies,Buy, Sharekhan by BNP Paribas,5285,Britannia Industries,2023-02-22
"Hold Bajaj Consumer Care, target price Rs 178: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/hold-bajaj-consumer-care-target-price-rs-178-sharekhan-by-bnp-paribas/articleshow/98140149.cms,"Promoters held 38.04 per cent stake in the company as of 31-Dec-2022, while FIIs owned 11.31 per cent, DIIs 18.62 per cent.",Hold, Sharekhan by BNP Paribas,178, Bajaj Consumer Care,2023-02-22
"Buy Asian Paints, target price Rs 3300: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-asian-paints-target-price-rs-3300-sharekhan-by-bnp-paribas/articleshow/98139943.cms,The brokerage has revised downwards its earnings estimates by 1%/3%/4% for FY2023E/24E/25E to factor in lower-than-earlier expected sales volumes and OPM.,Buy, Sharekhan by BNP Paribas,3300,Asian Paints,2023-02-22
"Hold Cipla, target price Rs 1080: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/hold-cipla-target-price-rs-1080-sharekhan-by-bnp-paribas/articleshow/98139668.cms,"Cipla, incorporated in the year 1935, is a Large Cap company (having a market cap of Rs 77566.07 Crore) operating in Pharmaceuticals sector.",Hold, Sharekhan by BNP Paribas,1080, Cipla,2023-02-22
"Buy Lumax Auto Technologies, target price Rs 288: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-lumax-auto-technologies-target-price-rs-288-sharekhan-by-bnp-paribas/articleshow/98139518.cms,"Lumax Auto Technologies, incorporated in the year 1981, is a Small Cap company (having a market cap of Rs 1810.27 Crore) operating in Auto Ancillaries sector.",Buy, Sharekhan by BNP Paribas,288,Lumax Auto Technologies,2023-02-22
"Buy Mazagon Dock Shipbuilders, target price Rs 805: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mazagon-dock-shipbuilders-target-price-rs-805-icici-direct/articleshow/98139246.cms,"Promoters held 84.83 per cent stake in the company as of 31-Dec-2022, while FIIs owned 3.29 per cent, DIIs 0.26 per cent.",Buy, ICICI Direct,805,Mazagon Dock Shipbuilders,2023-02-22
"Buy Route Mobile, target price Rs 1395: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-route-mobile-target-price-rs-1395-hdfc-securities/articleshow/98138997.cms,The down trend seems to be over in the stock price.The daily RSI shows positive indication.,Buy, HDFC Securities,1395,Route Mobile,2023-02-22
"Buy Escorts Kubota, target price Rs 2215: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-escorts-kubota-target-price-rs-2215-hdfc-securities/articleshow/98138851.cms,"The current chart pattern indicates an upside break-out of the down sloping trend line at Rs 2,090 levels.",Buy, HDFC Securities,2215,Escorts Kubota,2023-02-22
"Buy ABB India, target price Rs 3735: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-abb-india-target-price-rs-3735-icici-direct/articleshow/98116197.cms,"ABB India, incorporated in the year 1949, is a Large Cap company (having a market cap of Rs 67341.30 Crore) operating in Engineering sector.",Buy, ICICI Direct,3735,ABB India,2023-02-21
"Buy Dixon Technologies (India), target price Rs 3120: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-dixon-technologies-india-target-price-rs-3120-prabhudas-lilladher/articleshow/98115431.cms,The RSI is highly in the oversold zone with gradual improvement witnessed and has immense upside potential from here on.,Buy, Prabhudas Lilladher,3120,Dixon Technologies (India),2023-02-21
"Buy Minda Corporation, target price Rs 230: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-minda-corporation-target-price-rs-230-axis-securities/articleshow/98115090.cms,The brokerage maintains its cautious outlook on the 2W domestic market and overall export market in the next few quarters (which forms 44% of Minda’s revenue share by end market segment).,Buy, Axis Securities,230,Minda Corporation,2023-02-21
Choice Equity Broking has Outperform call on Piramal Enterprises; target price: Rs 1115,https://economictimes.indiatimes.com/markets/stocks/recos/choice-equity-broking-private-has-outperform-call-on-piramal-enterprises-target-price-rs-1115/articleshow/98114701.cms,The brokerage has reduced its valuation multiple to 0.8x (from 0.9x) on decline in FY24E ROE due to increase in equity base on one-off gains.,Choice, Rs 1115,1115,ce Equity Broking has Outperform call on Piramal Enterprises; target price: Rs 1115,2023-02-21
"Buy Samvardhana Motherson International, target price Rs 110: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-samvardhana-motherson-international-target-price-rs-110-icici-securities/articleshow/98114128.cms,"Samvardhana Motherson International, incorporated in the year 1986, is a Large Cap company (having a market cap of Rs 55600.54 Crore) operating in Auto Ancillaries sector.",Buy, ICICI Securities,110,Samvardhana Motherson International,2023-02-21
"Hold Sagar Cements, target price Rs 250: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/hold-sagar-cements-target-price-rs-250-icici-direct/articleshow/98113709.cms,"With capacity expansion in high growth regions like east & central, the brokerage expects strong growth momentum, going forward",Hold, ICICI Direct,250, Sagar Cements,2023-02-21
"Hold Minda Corporation, target price Rs 230: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/hold-minda-corporation-target-price-rs-230-icici-direct/articleshow/98113408.cms,The brokerage now downgrades the stock from BUY to HOLD amid lack of clarity on the company’s strategic intent behind this investment in Pricol and b/s risk in case of any potential acquisition.,Hold, ICICI Direct,230, Minda Corporation,2023-02-21
"Buy Gulf Oil Lubricants India, target price Rs 625: Emkay Global Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gulf-oil-lubricants-india-target-price-rs-625-emkay-global-financial-services/articleshow/98112813.cms,"Gulf Oil Lubricants India, incorporated in the year 2008, is a Mid Cap company (having a market cap of Rs 2161.65 Crore) operating in Petrochemicals sector.",Buy, Emkay Global Financial Services,625,Gulf Oil Lubricants India,2023-02-21
"Buy Samvardhana Motherson International, target price Rs 101: Emkay Global Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-samvardhana-motherson-international-target-price-rs-101-emkay-global-financial-services/articleshow/98112483.cms,"The brokerage believes the company will register a healthy operating cashflow of Rs 63bn/year over FY23-25E, to support debt reduction going ahead.",Buy, Emkay Global Financial Services,101,Samvardhana Motherson International,2023-02-21
"Hold Ipca Laboratories, target price Rs 909: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/hold-ipca-laboratories-target-price-rs-909-sharekhan-by-bnp-paribas/articleshow/98111973.cms,"Ipca Laboratories, incorporated in the year 1949, is a Mid Cap company (having a market cap of Rs 20944.55 Crore) operating in Pharmaceuticals sector.",Hold, Sharekhan by BNP Paribas,909, Ipca Laboratories,2023-02-21
